iteration,episode,avg_score,best_avg_score,best_score
0,1,-19.800549019607804,-19.800549019607804
1,2,-19.8022352941176,-19.800549019607804
2,3,-19.802797385620867,-19.800549019607804
3,4,-19.803078431372498,-19.800549019607804
4,5,-19.80324705882348,-19.800549019607804
5,6,-19.803359477124133,-19.800549019607804
6,7,-19.803439775910313,-19.800549019607804
7,8,-19.803499999999946,-19.800549019607804
8,9,-19.803546840958553,-19.800549019607804
9,10,-18.517178601482353,-18.517178601482353
10,11,-17.966993100238735,-17.966993100238735
11,12,-17.449926320821614,-17.449926320821614
12,13,-16.876573422139302,-16.876573422139302
13,14,-16.558284291584933,-16.558284291584933
14,15,-16.283125328812737,-16.283125328812737
15,16,-16.002042841225308,-16.002042841225308
16,17,-15.77807379794094,-15.77807379794094
17,18,-15.578884793218114,-15.578884793218114
18,19,-15.221004197873398,-15.221004197873398
19,20,-15.039253227525554,-15.039253227525554
20,21,-14.473467558666195,-14.473467558666195
21,22,-14.312480969352082,-14.312480969352082
22,23,-14.003774996134547,-14.003774996134547
23,24,-13.932169950742859,-13.932169950742859
24,25,-13.916546572274605,-13.916546572274605
25,26,-13.906531740102148,-13.906531740102148
26,27,-13.743014098046759,-13.743014098046759
27,28,-13.699651189701171,-13.699651189701171
28,29,-13.516013927227302,-13.516013927227302
29,30,-13.500373833493677,-13.500373833493677
30,31,-13.483283249813198,-13.483283249813198
31,32,-13.44354864385864,-13.44354864385864
32,33,-13.405063315154996,-13.405063315154996
33,34,-13.35720231864269,-13.35720231864269
34,35,-13.327665561276367,-13.327665561276367
35,36,-13.287581599482243,-13.287581599482243
36,37,-13.260699063758466,-13.260699063758466
37,38,-13.232200591070015,-13.232200591070015
38,39,-13.214190736452816,-13.214190736452816
39,40,-13.226582738842799,-13.214190736452816
40,41,-13.219916821920147,-13.214190736452816
41,42,-13.191017829725489,-13.191017829725489
42,43,-13.168785768243593,-13.168785768243593
43,44,-13.142127900189735,-13.142127900189735
44,45,-13.126745913037324,-13.126745913037324
45,46,-13.093175555699972,-13.093175555699972
46,47,-13.079160560119545,-13.079160560119545
47,48,-13.05603919167943,-13.05603919167943
48,49,-13.052530796438944,-13.052530796438944
49,50,-13.045176096838679,-13.045176096838679
50,51,-13.026140457951847,-13.026140457951847
51,1,-18.601078760102414,-18.601078760102414
52,37,-0.4659610109079687,-0.4659610109079687
53,39,-0.4046719339794512,-0.4046719339794512
54,41,-0.2490133490030833,-0.2490133490030833
55,44,-0.1543194248715388,-0.1543194248715388
56,48,-0.07650881132444316,-0.07650881132444316
57,52,-0.0028151329073633083,-0.0028151329073633083
58,53,0.07527956829198952,0.07527956829198952
59,56,0.16747221472109583,0.16747221472109583
60,59,0.15640235338608083,0.16747221472109583
61,63,0.1915633584831748,0.1915633584831748
62,64,0.1813351060093785,0.1915633584831748
63,66,0.2060505130966832,0.2060505130966832
64,69,0.25609580129922704,0.25609580129922704
65,70,0.40711297590802004,0.40711297590802004
66,71,0.44938831283414854,0.44938831283414854
67,73,0.5024060794709442,0.5024060794709442
68,75,0.6101965214240904,0.6101965214240904
69,76,0.6128350430125524,0.6128350430125524
70,79,0.6571319706663792,0.6571319706663792
71,81,0.6755225437871951,0.6755225437871951
72,82,0.6818943023599309,0.6818943023599309
73,84,0.7067618589943562,0.7067618589943562
74,85,0.7593929726491273,0.7593929726491273
75,88,0.8459789595696148,0.8459789595696148
76,92,0.8459764020760722,0.8459789595696148
77,96,0.842840042061681,0.8459789595696148
78,100,0.8414825533646716,0.8459789595696148
79,101,1.207354006238677,1.207354006238677
80,102,1.222372192259408,1.222372192259408
81,104,1.3177537426909314,1.3177537426909314
82,106,1.3451895851123736,1.3451895851123736
83,108,1.364778210106264,1.364778210106264
84,110,1.484219585627995,1.484219585627995
85,111,1.5045954067828295,1.5045954067828295
86,112,1.5516661109052001,1.5516661109052001
87,115,1.5787729471130216,1.5787729471130216
88,120,1.6155964555079643,1.6155964555079643
89,123,1.625134148172487,1.625134148172487
90,126,1.6395588843566156,1.6395588843566156
91,129,1.6635569988232959,1.6635569988232959
92,131,1.6924667334654862,1.6924667334654862
93,132,1.700196311738357,1.700196311738357
94,134,1.7420249077983108,1.7420249077983108
95,136,1.8079684055314376,1.8079684055314376
96,137,1.8670416737284166,1.8670416737284166
