iteration,episode,avg_score,best_avg_score,best_score
181,1,24.285140048515363,24.285140048515363
182,2,24.038894874620546,24.285140048515363
183,3,24.12097659925215,24.285140048515363
184,4,24.162017461567952,24.285140048515363
185,5,23.59725082760266,24.285140048515363
186,6,23.241445038199544,24.285140048515363
187,7,23.377487309731833,24.285140048515363
188,8,23.47985177712956,24.285140048515363
189,9,23.56932825172798,24.285140048515363
190,10,23.64090943140672,24.285140048515363
191,11,23.69947585114387,24.285140048515363
192,12,23.748281200924826,24.285140048515363
193,13,23.661865015158824,24.285140048515363
194,14,23.706384660398577,24.285140048515363
195,15,23.744968352939694,24.285140048515363
196,16,23.778729083913177,24.285140048515363
197,17,23.808517964183892,24.285140048515363
198,18,23.82020746893535,24.285140048515363
199,19,23.84467760470272,24.285140048515363
200,20,23.866700726893352,24.285140048515363
201,21,23.805241903526326,24.285140048515363
202,22,23.823062290589203,24.285140048515363
203,23,23.84315262789034,24.285140048515363
204,24,23.804629195671936,24.285140048515363
205,25,23.820300149801607,24.285140048515363
206,26,23.83817860744444,24.285140048515363
207,27,23.854732734891513,24.285140048515363
208,28,23.870104424663793,24.285140048515363
209,29,23.884415997900053,24.285140048515363
210,30,23.8977734662539,24.285140048515363
