iteration,episode,avg_score,best_avg_score,best_score,hours_took
251,1,-36.85695372703963,-36.85695372703963,0.02
252,2,-41.993018749520054,-36.85695372703963,0.03
253,3,-39.497739458177705,-36.85695372703963,0.04
254,4,-45.077408010851336,-36.85695372703963,0.05
255,5,-43.18825850920075,-36.85695372703963,0.06
256,6,-44.706607144112475,-36.85695372703963,0.07
257,7,-44.54700239864989,-36.85695372703963,0.08
258,8,-44.022031041685004,-36.85695372703963,0.09
259,9,-41.02680741699545,-36.85695372703963,0.1
260,10,-42.341140550557775,-36.85695372703963,0.12
261,11,-40.997937442030086,-36.85695372703963,0.13
262,12,-40.370290325247,-36.85695372703963,0.14
263,13,-40.628539701020564,-36.85695372703963,0.15
264,14,-39.43761899031823,-36.85695372703963,0.16
265,15,-39.521484006789045,-36.85695372703963,0.17
266,16,-39.44713539513796,-36.85695372703963,0.19
267,17,-39.416041257967464,-36.85695372703963,0.2
268,18,-39.59122683861433,-36.85695372703963,0.21
269,19,-39.707131173079624,-36.85695372703963,0.22
270,20,-39.69434425727976,-36.85695372703963,0.23
271,21,-39.504342460161546,-36.85695372703963,0.24
272,22,-39.39394561099168,-36.85695372703963,0.25
273,23,-39.87249089615485,-36.85695372703963,0.26
274,24,-39.42225245202005,-36.85695372703963,0.27
275,25,-39.54099877256539,-36.85695372703963,0.28
276,26,-39.840220213301976,-36.85695372703963,0.29
277,27,-39.914001618442434,-36.85695372703963,0.3
278,28,-40.101460593183916,-36.85695372703963,0.31
279,29,-39.909862997091935,-36.85695372703963,0.33
280,30,-40.5325480954237,-36.85695372703963,0.34
281,31,-40.84115449636716,-36.85695372703963,0.35
282,32,-40.70602932307824,-36.85695372703963,0.36
283,33,-40.30479403768031,-36.85695372703963,0.37
284,34,-40.30781882627982,-36.85695372703963,0.38
285,35,-40.45623159239038,-36.85695372703963,0.39
286,36,-40.62772791117552,-36.85695372703963,0.4
287,37,-40.61515934982269,-36.85695372703963,0.41
288,38,-40.96377735646231,-36.85695372703963,0.42
289,39,-41.0743763142062,-36.85695372703963,0.43
290,40,-41.21336372784313,-36.85695372703963,0.44
291,41,-41.344569086903746,-36.85695372703963,0.45
