iteration,episode,avg_score,best_avg_score,best_score,hours_took
292,42,-41.47807753955906,-36.85695372703963,0.46
293,43,-41.71648277169324,-36.85695372703963,0.47
294,44,-41.83395847406356,-36.85695372703963,0.48
295,45,-41.65905909484852,-36.85695372703963,0.49
296,46,-41.889690161002896,-36.85695372703963,0.5
297,47,-41.87026859080285,-36.85695372703963,0.51
298,48,-41.775378872225524,-36.85695372703963,0.52
299,49,-41.81288481214409,-36.85695372703963,0.53
300,50,-41.905465929122805,-36.85695372703963,0.54
301,51,-42.09190536114441,-36.85695372703963,0.55
302,52,-42.22888163166646,-36.85695372703963,0.56
303,53,-42.36058793151844,-36.85695372703963,0.57
304,54,-42.370732012039575,-36.85695372703963,0.58
305,55,-42.46034651957512,-36.85695372703963,0.59
306,56,-42.49312900743356,-36.85695372703963,0.6
307,57,-42.49079575619674,-36.85695372703963,0.61
308,58,-42.625637812307346,-36.85695372703963,0.62
309,59,-42.76689683044681,-36.85695372703963,0.63
310,60,-42.755402105813545,-36.85695372703963,0.64
311,61,-42.672748593431216,-36.85695372703963,0.65
312,62,-42.628447579469395,-36.85695372703963,0.66
313,63,-42.55644819735884,-36.85695372703963,0.67
314,64,-42.47062017074414,-36.85695372703963,0.68
315,65,-42.48019063338161,-36.85695372703963,0.69
316,66,-42.59438399563288,-36.85695372703963,0.7
317,67,-42.58193942447322,-36.85695372703963,0.71
318,68,-42.765747397977,-36.85695372703963,0.72
319,69,-42.88701433049622,-36.85695372703963,0.73
320,70,-42.60967219375497,-36.85695372703963,0.74
321,71,-42.613243500312386,-36.85695372703963,0.75
322,72,-42.69329226978198,-36.85695372703963,0.76
323,73,-42.62066427986739,-36.85695372703963,0.78
324,74,-42.734683958919064,-36.85695372703963,0.79
325,75,-42.65140655117287,-36.85695372703963,0.8
326,76,-42.838785081135846,-36.85695372703963,0.81
327,77,-42.821542400588704,-36.85695372703963,0.82
328,78,-42.94568958081132,-36.85695372703963,0.83
329,79,-42.9562465054019,-36.85695372703963,0.84
330,80,-42.99344810829613,-36.85695372703963,0.85
331,81,-42.95521594591695,-36.85695372703963,0.86
332,82,-43.00655982812951,-36.85695372703963,0.87
333,83,-42.90844147623583,-36.85695372703963,0.88
334,84,-42.95257310970836,-36.85695372703963,0.89
335,85,-42.86567299899496,-36.85695372703963,0.9
336,86,-42.98192929370021,-36.85695372703963,0.91
337,87,-42.88931521467216,-36.85695372703963,0.92
338,88,-42.97738525030819,-36.85695372703963,0.93
339,89,-43.04327758198704,-36.85695372703963,0.94
340,90,-43.04490396720963,-36.85695372703963,0.95
341,91,-42.763313170290154,-36.85695372703963,0.97
342,92,-42.66320029164872,-36.85695372703963,0.98
343,93,-42.651797295487015,-36.85695372703963,0.99
344,94,-42.58632605007111,-36.85695372703963,1.0
345,95,-42.48419179183752,-36.85695372703963,1.01
346,96,-42.383774982160865,-36.85695372703963,1.02
347,97,-42.39285498216603,-36.85695372703963,1.03
348,98,-42.31098199488166,-36.85695372703963,1.04
349,99,-42.36091727695829,-36.85695372703963,1.05
350,100,-42.3224993462297,-36.85695372703963,1.06
351,101,-42.42080323032988,-36.85695372703963,1.07
352,102,-42.49318309034966,-36.85695372703963,1.08
353,103,-42.57165076339084,-36.85695372703963,1.09
354,104,-42.34033626253738,-36.85695372703963,1.11
355,105,-42.49858084500699,-36.85695372703963,1.11
356,106,-42.47939094574249,-36.85695372703963,1.13
357,107,-42.50021800214853,-36.85695372703963,1.14
358,108,-42.376370982826,-36.85695372703963,1.15
359,109,-42.75478741770819,-36.85695372703963,1.16
360,110,-42.63912164622537,-36.85695372703963,1.17
361,111,-42.96641168822395,-36.85695372703963,1.18
362,112,-43.08980023062867,-36.85695372703963,1.19
363,113,-43.10633115904618,-36.85695372703963,1.2
364,114,-43.39181321523804,-36.85695372703963,1.21
365,115,-43.477864833412575,-36.85695372703963,1.22
366,116,-43.50425513641588,-36.85695372703963,1.22
367,117,-43.560932281527066,-36.85695372703963,1.24
368,118,-43.539844585490165,-36.85695372703963,1.25
369,119,-43.55701120993036,-36.85695372703963,1.26
370,120,-43.66800679174693,-36.85695372703963,1.27
371,121,-43.82109452757658,-36.85695372703963,1.28
372,122,-43.764960093870165,-36.85695372703963,1.29
373,123,-43.65156383075491,-36.85695372703963,1.3
374,124,-43.865665022714644,-36.85695372703963,1.3
375,125,-43.7267593690267,-36.85695372703963,1.32
376,126,-43.736823859482456,-36.85695372703963,1.33
377,127,-43.78130171011795,-36.85695372703963,1.34
378,128,-43.73347924162224,-36.85695372703963,1.35
379,129,-43.82313863957279,-36.85695372703963,1.36
380,130,-43.713610524414534,-36.85695372703963,1.36
381,131,-43.53781585291758,-36.85695372703963,1.38
382,132,-43.64810188641514,-36.85695372703963,1.38
383,133,-43.83613517801934,-36.85695372703963,1.39
384,134,-43.84692961006486,-36.85695372703963,1.4
385,135,-43.86240334403107,-36.85695372703963,1.41
386,136,-43.80946265688256,-36.85695372703963,1.42
387,137,-43.91384490010485,-36.85695372703963,1.43
388,138,-43.837430914770465,-36.85695372703963,1.44
389,139,-43.82154120718431,-36.85695372703963,1.45
390,140,-43.798806815032,-36.85695372703963,1.46
391,141,-43.84566551190804,-36.85695372703963,1.47
392,142,-43.91488756020445,-36.85695372703963,1.48
393,143,-43.86998114538038,-36.85695372703963,1.49
394,144,-43.881967179854826,-36.85695372703963,1.5
395,145,-43.85953060115266,-36.85695372703963,1.51
396,146,-43.803361226297284,-36.85695372703963,1.52
397,147,-43.908940823486375,-36.85695372703963,1.53
398,148,-43.986789491797566,-36.85695372703963,1.54
399,149,-44.10629057234454,-36.85695372703963,1.55
400,150,-44.028796447678495,-36.85695372703963,1.56
401,151,-44.05049965587155,-36.85695372703963,1.57
402,152,-43.99726737007717,-36.85695372703963,1.58
403,153,-43.993163787970126,-36.85695372703963,1.59
404,154,-44.013608393990516,-36.85695372703963,1.6
405,155,-43.999721784999196,-36.85695372703963,1.61
406,156,-44.089555914777335,-36.85695372703963,1.62
407,157,-44.20022040471138,-36.85695372703963,1.63
408,158,-44.142952402589756,-36.85695372703963,1.64
409,159,-44.09655014477587,-36.85695372703963,1.65
410,160,-44.13703882731298,-36.85695372703963,1.66
411,161,-44.19067442547778,-36.85695372703963,1.67
412,162,-44.30428488903698,-36.85695372703963,1.68
413,163,-44.40918366941557,-36.85695372703963,1.69
414,164,-44.54491007184769,-36.85695372703963,1.7
415,165,-44.616998538602104,-36.85695372703963,1.7
416,166,-44.606952278741716,-36.85695372703963,1.71
417,167,-44.70033726382421,-36.85695372703963,1.72
418,168,-44.56772614321334,-36.85695372703963,1.73
419,169,-44.44803894490455,-36.85695372703963,1.74
420,170,-44.70557703460326,-36.85695372703963,1.75
421,171,-44.64609220051959,-36.85695372703963,1.76
422,172,-44.57504574091471,-36.85695372703963,1.77
423,173,-44.67271967202853,-36.85695372703963,1.78
424,174,-44.63565113587096,-36.85695372703963,1.79
425,175,-44.74306826095978,-36.85695372703963,1.8
426,176,-44.67947791293423,-36.85695372703963,1.81
427,177,-44.68716180204547,-36.85695372703963,1.82
428,178,-44.68876885384121,-36.85695372703963,1.83
429,179,-44.75601823907587,-36.85695372703963,1.84
430,180,-44.812816782148026,-36.85695372703963,1.85
431,181,-44.91308056721602,-36.85695372703963,1.86
432,182,-44.94197557761046,-36.85695372703963,1.86
433,183,-45.075332640841395,-36.85695372703963,1.87
434,184,-45.039289288421685,-36.85695372703963,1.88
435,185,-45.142025792138526,-36.85695372703963,1.89
436,186,-45.12255725920996,-36.85695372703963,1.9
437,187,-45.25903454103766,-36.85695372703963,1.91
438,188,-45.26314080255649,-36.85695372703963,1.92
439,189,-45.19637687336318,-36.85695372703963,1.93
440,190,-45.259594832701126,-36.85695372703963,1.94
441,191,-45.57401967618317,-36.85695372703963,1.95
442,192,-45.68325027283865,-36.85695372703963,1.96
443,193,-45.767244007494384,-36.85695372703963,1.97
444,194,-45.89620183121588,-36.85695372703963,1.97
445,195,-46.0569409290135,-36.85695372703963,1.98
446,196,-46.18562872524661,-36.85695372703963,1.99
447,197,-46.25273374860299,-36.85695372703963,2.0
448,198,-46.358135139469006,-36.85695372703963,2.01
449,199,-46.33353278941601,-36.85695372703963,2.02
450,200,-46.45129363223885,-36.85695372703963,2.03
