iteration,episode,policy,value,entropy
251,-36.85695372703963,-0.002485751297014449,0.017793387174606323,-1.3132615685462952
252,-41.993018749520054,-0.0026990654505789635,0.0299718314781785,-0.842236340045929
253,-39.497739458177705,-0.002809577787992623,0.02072296291589737,-1.3046520352363586
254,-45.077408010851336,-0.0005113843006742114,0.05994661897420883,-0.9297500550746918
255,-43.18825850920075,-0.001100322989563196,0.016546448227018118,-1.4061884880065918
256,-44.706607144112475,-0.001532269514088247,0.052078195847570896,-0.8301213085651398
257,-44.54700239864989,-0.0023816747660747595,0.022357751615345478,-1.199595034122467
258,-44.022031041685004,-0.00038581828897177317,0.018069933401420712,-1.5563599169254303
259,-41.02680741699545,-0.0004648268049649573,0.03417020896449685,-1.7149905562400818
260,-42.341140550557775,-0.0005800489615648274,0.10189392045140266,-0.41626792401075363
261,-40.997937442030086,-0.001291458213042329,0.006060714600607753,-1.5914346277713776
262,-40.370290325247,0.000752508990505607,0.007111608982086182,-1.6010015308856964
263,-40.628539701020564,-0.0025084265930734873,0.024461799301207066,-1.3498391807079315
264,-39.43761899031823,-0.0022266127359280574,0.013960028067231178,-1.7109283804893494
265,-39.521484006789045,-0.003906217325323591,0.019240839406847954,-1.486675351858139
266,-39.44713539513796,0.00010122596858597177,0.019295308738946915,-1.3363452553749084
267,-39.416041257967464,-0.0019999929804663807,0.021106818690896034,-1.159199446439743
268,-39.59122683861433,0.0006609455843378242,0.03108422691002488,-1.0957354307174683
269,-39.707131173079624,-0.0037822222981291898,0.021833134815096855,-0.99757120013237
270,-39.69434425727976,-0.001624219437362573,0.035332310013473034,-0.7750129848718643
271,-39.504342460161546,-0.0006901288156706542,0.016879179514944553,-1.2097425758838654
272,-39.39394561099168,-0.002555201897242121,0.018568067345768213,-1.0759421586990356
273,-39.87249089615485,-0.0008076409411419405,0.03301913943141699,-0.8835290372371674
274,-39.42225245202005,-0.0002785853543905148,0.01411298755556345,-0.8659848123788834
275,-39.54099877256539,-0.0021533949878842495,0.02755541680380702,-0.8542831391096115
276,-39.840220213301976,-0.002209109572770984,0.04610807728022337,-0.6293585449457169
277,-39.914001618442434,-0.0001523594034975595,0.019406732637435198,-0.9308567047119141
278,-40.101460593183916,-0.001258881172016224,0.020274630282074213,-0.9153345078229904
279,-39.909862997091935,-0.00036068157588786676,0.0289957826025784,-1.1157475709915161
280,-40.5325480954237,-0.0005196338978326054,0.07476171664893627,-0.5609583258628845
281,-40.84115449636716,-0.0025082870448629446,0.01445180713199079,-0.7883643507957458
282,-40.70602932307824,-0.00449815544066956,0.014368124306201935,-0.9296289533376694
283,-40.30479403768031,-0.0005226637822737246,0.02323996229097247,-1.2682762145996094
284,-40.30781882627982,-0.0014943375023237504,0.029421960934996605,-0.7736064046621323
285,-40.45623159239038,-0.0013911624700995162,0.03518116194754839,-0.6810980886220932
286,-40.62772791117552,-0.0010309020567609295,0.01779177226126194,-0.6852391958236694
287,-40.61515934982269,0.0006698878708993883,0.018967042211443186,-0.8683173209428787
288,-40.96377735646231,-0.0024835393562292474,0.03662092890590429,-0.539870023727417
289,-41.0743763142062,-0.000964374341031693,0.02395595796406269,-0.7533831000328064
290,-41.21336372784313,-0.0008527136047875583,0.024638768285512924,-0.5735596418380737
291,-41.344569086903746,-0.0007597706687132444,0.02030612761154771,-0.7902888208627701
292,-41.47807753955906,-0.00023229936145074959,0.026274781208485365,-0.6756533980369568
293,-41.71648277169324,-0.0008884632661159131,0.030288546811789274,-0.7274636477231979
294,-41.83395847406356,-0.001975716754483603,0.016061109025031328,-0.7921706438064575
295,-41.65905909484852,-0.0018616362079046933,0.027755958028137684,-0.9965041428804398
296,-41.889690161002896,-0.0014487262646434296,0.028649163898080587,-0.5788511633872986
297,-41.87026859080285,-0.0018264422841216543,0.008415635442361236,-1.0065449923276901
298,-41.775378872225524,-0.0007695931182630789,0.024976243264973164,-0.8592953830957413
299,-41.81288481214409,-0.0010981792349290531,0.032096609473228455,-0.6934967339038849
300,-41.905465929122805,-0.0006315410014940959,0.017441184725612402,-0.8675349801778793
301,-42.09190536114441,-0.00203644749824905,0.020789969712495804,-0.8584486842155457
302,-42.22888163166646,-0.0011038414771125105,0.017020707484334707,-0.6927584707736969
303,-42.36058793151844,-0.0022352464627086732,0.026293232571333647,-0.724580317735672
304,-42.370732012039575,-0.00010326812629468662,0.013668908039107919,-0.7989129424095154
305,-42.46034651957512,-0.0005623046562925893,0.031533000990748405,-0.742497906088829
306,-42.49312900743356,-0.0025060838134960406,0.022172401659190655,-0.7173199951648712
307,-42.49079575619674,-7.228533286873784e-05,0.01350802299566567,-0.8411995470523834
308,-42.625637812307346,-0.0011718070648689682,0.014237572206184268,-0.8126937448978424
309,-42.76689683044681,-0.0016391014674446147,0.020411314442753792,-0.7486870735883713
310,-42.755402105813545,-0.0013474708987633033,0.03671704512089491,-0.7648100107908249
311,-42.672748593431216,-0.0015896739255792103,0.019511736929416656,-0.9093530923128128
312,-42.628447579469395,-0.0010135293278534796,0.019734194967895746,-1.043461412191391
313,-42.55644819735884,-0.0009786175561989907,0.027627636212855577,-0.8282701671123505
314,-42.47062017074414,-0.001596840458223614,0.01563475513830781,-0.781460702419281
315,-42.48019063338161,-0.0009061769590092972,0.00797785387840122,-0.8595583736896515
316,-42.59438399563288,-0.0009164921338862264,0.01625802624039352,-0.9515892416238785
317,-42.58193942447322,-0.00038390398486320976,0.0404411144554615,-0.9234011024236679
318,-42.765747397977,-0.0006193995372933969,0.06551502924412489,-0.45047859102487564
319,-42.88701433049622,-0.0003949580500679506,0.04247553367167711,-0.7023079246282578
320,-42.60967219375497,-0.0008358516222991552,0.049881212413311005,-1.2731768190860748
321,-42.613243500312386,-0.0004769617399387194,0.027343016117811203,-1.0142471194267273
322,-42.69329226978198,-0.0010757622991999227,0.02901619952172041,-1.0309471786022186
323,-42.62066427986739,-0.0004813624397017602,0.017411140725016594,-1.072329342365265
324,-42.734683958919064,-0.004843756728805548,0.023138191550970078,-0.9294972717761993
325,-42.65140655117287,-0.0028448507779588184,0.019312175922095776,-1.045061618089676
326,-42.838785081135846,-0.000641846287665615,0.06066075246781111,-0.6507507711648941
327,-42.821542400588704,-0.0012055285891983125,0.027352257166057825,-0.7002903819084167
328,-42.94568958081132,-0.000488295854496168,0.02743434812873602,-0.6875324845314026
329,-42.9562465054019,-0.003745214927475926,0.01832691440358758,-0.8439551144838333
330,-42.99344810829613,-0.0007674940236999106,0.01682444615289569,-1.0486247539520264
331,-42.95521594591695,-0.00048748374087148605,0.019347501918673515,-1.1366617381572723
332,-43.00655982812951,-0.002809021525705835,0.013318562880158424,-1.1257674992084503
333,-42.90844147623583,-0.00015028128788485695,0.014166207518428564,-1.0362023413181305
334,-42.95257310970836,-0.001286927081528333,0.013640418648719788,-1.0370725691318512
335,-42.86567299899496,-0.00485719055247813,0.032819336745887995,-0.9890939742326736
336,-42.98192929370021,-0.0006927091120694229,0.04910114221274853,-0.7359668165445328
337,-42.88931521467216,-0.0017156468248384904,0.010695991571992636,-1.0503925383090973
338,-42.97738525030819,-0.0014886806433787036,0.03483574837446213,-0.6650439649820328
339,-43.04327758198704,0.00037368356890521426,0.030129131861031055,-0.666900709271431
340,-43.04490396720963,-0.0014902341094180649,0.030874119605869055,-0.8541470319032669
341,-42.763313170290154,0.0007353520470978481,0.1445333380252123,-1.4099636673927307
342,-42.66320029164872,-0.0013711762538877181,0.01367289130575955,-0.9936348646879196
343,-42.651797295487015,-0.0013956145534756992,0.0073881077114492655,-0.9234611392021179
344,-42.58632605007111,-0.000718763183491955,0.029841977171599865,-0.8319259434938431
345,-42.48419179183752,-0.0016713434830308849,0.006744995713233948,-1.085460364818573
346,-42.383774982160865,-0.002793713215117677,0.028392627369612455,-0.9921969026327133
347,-42.39285498216603,-0.0007479993387824457,0.017364971805363894,-0.9667855054140091
348,-42.31098199488166,-0.0020874739120091412,0.00860337889753282,-1.2005954086780548
349,-42.36091727695829,-0.0017962926327403927,0.019123567268252373,-0.8059345930814743
350,-42.3224993462297,-0.0010887501857359538,0.01321930787526071,-0.9614912569522858
351,-42.42080323032988,-0.0016340901357279058,0.010518494294956326,-1.0668897330760956
352,-42.49318309034966,-0.0009996944830830135,0.07924322597682476,-0.4687144309282303
353,-42.57165076339084,-0.0006442181369250566,0.01735374820418656,-0.9897607862949371
354,-42.34033626253738,-0.0013159917655864994,0.020653248764574528,-0.9181687384843826
355,-42.49858084500699,-0.0013798562542068904,0.019865216687321663,-0.702443540096283
356,-42.47939094574249,-4.040558565376884e-05,0.030686700716614723,-0.5212699621915817
357,-42.50021800214853,-0.0006454292843894316,0.015167920617386699,-0.8133061081171036
358,-42.376370982826,-0.0022637732408474776,0.03532411903142929,-1.05834099650383
359,-42.75478741770819,-0.0019694956256230967,0.053567131981253624,-0.5632817149162292
360,-42.63912164622537,-9.5124441431782e-05,0.00982203846797347,-0.8223280608654022
361,-42.96641168822395,-6.202319748549456e-05,0.07295798324048519,-0.4246392995119095
362,-43.08980023062867,-0.0014406615794479993,0.028796991799026728,-0.7714222222566605
363,-43.10633115904618,-0.0021194077923429866,0.032742762472480536,-0.7321581095457077
364,-43.39181321523804,-0.0006550371635239971,0.023203992284834385,-0.7320685982704163
365,-43.477864833412575,-0.00023027023637656185,0.023253072053194046,-0.6416801661252975
366,-43.50425513641588,-0.0008085105791297842,0.017513178288936615,-0.8788727074861526
367,-43.560932281527066,-0.0006436510781835381,0.02229695161804557,-0.7231491059064865
368,-43.539844585490165,-0.00253328030851363,0.01564582041464746,-0.9132894575595856
369,-43.55701120993036,-0.0011718378379009797,0.010393707547336817,-0.6906506568193436
370,-43.66800679174693,-0.0008730894879165341,0.014636501669883728,-0.7355218678712845
371,-43.82109452757658,-0.003988377572968549,0.024694635067135096,-0.5023110806941986
372,-43.764960093870165,0.00016446451224894076,0.02594784088432789,-0.8221245259046555
373,-43.65156383075491,-0.0012031575024593621,0.013532614568248391,-0.7249415218830109
374,-43.865665022714644,-1.861224530630423e-05,0.03278976306319237,-0.4363596811890602
375,-43.7267593690267,-0.0018512147767855147,0.036992358043789864,-1.145097702741623
376,-43.736823859482456,-0.001626125155210767,0.028528678696602583,-0.4967595636844635
